SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2021-08-30
AXISBANK, EQ,2021-08-30
BAJFINANCE, EQ,2021-08-30
BHARTIARTL, EQ,2021-08-30
BPCL, EQ,2021-08-30
CIPLA, EQ,2021-08-30
COALINDIA, EQ,2021-08-30
DIVISLAB, EQ,2021-08-30
DRREDDY, EQ,2021-08-30
HCLTECH, EQ,2021-08-30
HDFCBANK, EQ,2021-08-30
HINDALCO, EQ,2021-08-30
ICICIBANK, EQ,2021-08-30
INFY, EQ,2021-08-30
JSWSTEEL, EQ,2021-08-30
KOTAKBANK, EQ,2021-08-30
LT, EQ,2021-08-30
MARUTI, EQ,2021-08-30
NTPC, EQ,2021-08-30
POWERGRID, EQ,2021-08-30
RELIANCE, EQ,2021-08-30
SBIN, EQ,2021-08-30
SUNPHARMA, EQ,2021-08-30
TATAMOTORS, EQ,2021-08-30
TATASTEEL, EQ,2021-08-30
TCS, EQ,2021-08-30
TECHM, EQ,2021-08-30
TITAN, EQ,2021-08-30
ULTRACEMCO, EQ,2021-08-30
WIPRO, EQ,2021-08-30
