SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2025-12-15
AXISBANK, EQ,2025-12-15
BAJFINANCE, EQ,2025-12-15
BHARTIARTL, EQ,2025-12-15
BPCL, EQ,2025-12-15
CIPLA, EQ,2025-12-15
COALINDIA, EQ,2025-12-15
DIVISLAB, EQ,2025-12-15
DRREDDY, EQ,2025-12-15
HCLTECH, EQ,2025-12-15
HDFCBANK, EQ,2025-12-15
HINDALCO, EQ,2025-12-15
ICICIBANK, EQ,2025-12-15
INFY, EQ,2025-12-15
JSWSTEEL, EQ,2025-12-15
KOTAKBANK, EQ,2025-12-15
LT, EQ,2025-12-15
MARUTI, EQ,2025-12-15
NTPC, EQ,2025-12-15
POWERGRID, EQ,2025-12-15
RELIANCE, EQ,2025-12-15
SBIN, EQ,2025-12-15
SUNPHARMA, EQ,2025-12-15
TATASTEEL, EQ,2025-12-15
TCS, EQ,2025-12-15
TECHM, EQ,2025-12-15
TITAN, EQ,2025-12-15
ULTRACEMCO, EQ,2025-12-15
WIPRO, EQ,2025-12-15
