SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2020-10-15
AXISBANK, EQ,2020-10-15
BAJFINANCE, EQ,2020-10-15
BHARTIARTL, EQ,2020-10-15
BPCL, EQ,2020-10-15
CIPLA, EQ,2020-10-15
COALINDIA, EQ,2020-10-15
DIVISLAB, EQ,2020-10-15
DRREDDY, EQ,2020-10-15
HCLTECH, EQ,2020-10-15
HDFCBANK, EQ,2020-10-15
HINDALCO, EQ,2020-10-15
ICICIBANK, EQ,2020-10-15
INFY, EQ,2020-10-15
JSWSTEEL, EQ,2020-10-15
KOTAKBANK, EQ,2020-10-15
LT, EQ,2020-10-15
MARUTI, EQ,2020-10-15
NTPC, EQ,2020-10-15
POWERGRID, EQ,2020-10-15
RELIANCE, EQ,2020-10-15
SBIN, EQ,2020-10-15
SUNPHARMA, EQ,2020-10-15
TATAMOTORS, EQ,2020-10-15
TATASTEEL, EQ,2020-10-15
TCS, EQ,2020-10-15
TECHM, EQ,2020-10-15
TITAN, EQ,2020-10-15
ULTRACEMCO, EQ,2020-10-15
WIPRO, EQ,2020-10-15
