SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2022-08-25
AXISBANK, EQ,2022-08-25
BAJFINANCE, EQ,2022-08-25
BHARTIARTL, EQ,2022-08-25
BPCL, EQ,2022-08-25
CIPLA, EQ,2022-08-25
COALINDIA, EQ,2022-08-25
DIVISLAB, EQ,2022-08-25
DRREDDY, EQ,2022-08-25
HCLTECH, EQ,2022-08-25
HDFCBANK, EQ,2022-08-25
HINDALCO, EQ,2022-08-25
ICICIBANK, EQ,2022-08-25
INFY, EQ,2022-08-25
JSWSTEEL, EQ,2022-08-25
KOTAKBANK, EQ,2022-08-25
LT, EQ,2022-08-25
MARUTI, EQ,2022-08-25
NTPC, EQ,2022-08-25
POWERGRID, EQ,2022-08-25
RELIANCE, EQ,2022-08-25
SBIN, EQ,2022-08-25
SUNPHARMA, EQ,2022-08-25
TATAMOTORS, EQ,2022-08-25
TATASTEEL, EQ,2022-08-25
TCS, EQ,2022-08-25
TECHM, EQ,2022-08-25
TITAN, EQ,2022-08-25
ULTRACEMCO, EQ,2022-08-25
WIPRO, EQ,2022-08-25
