SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2024-06-03
AXISBANK, EQ,2024-06-03
BAJFINANCE, EQ,2024-06-03
BHARTIARTL, EQ,2024-06-03
BPCL, EQ,2024-06-03
CIPLA, EQ,2024-06-03
COALINDIA, EQ,2024-06-03
DIVISLAB, EQ,2024-06-03
DRREDDY, EQ,2024-06-03
HCLTECH, EQ,2024-06-03
HDFCBANK, EQ,2024-06-03
HINDALCO, EQ,2024-06-03
ICICIBANK, EQ,2024-06-03
INFY, EQ,2024-06-03
JSWSTEEL, EQ,2024-06-03
KOTAKBANK, EQ,2024-06-03
LT, EQ,2024-06-03
MARUTI, EQ,2024-06-03
NTPC, EQ,2024-06-03
POWERGRID, EQ,2024-06-03
RELIANCE, EQ,2024-06-03
SBIN, EQ,2024-06-03
SUNPHARMA, EQ,2024-06-03
TATAMOTORS, EQ,2024-06-03
TATASTEEL, EQ,2024-06-03
TCS, EQ,2024-06-03
TECHM, EQ,2024-06-03
TITAN, EQ,2024-06-03
ULTRACEMCO, EQ,2024-06-03
WIPRO, EQ,2024-06-03
