SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2025-01-03
AXISBANK, EQ,2025-01-03
BAJFINANCE, EQ,2025-01-03
BHARTIARTL, EQ,2025-01-03
BPCL, EQ,2025-01-03
CIPLA, EQ,2025-01-03
COALINDIA, EQ,2025-01-03
DIVISLAB, EQ,2025-01-03
DRREDDY, EQ,2025-01-03
HCLTECH, EQ,2025-01-03
HDFCBANK, EQ,2025-01-03
HINDALCO, EQ,2025-01-03
ICICIBANK, EQ,2025-01-03
INFY, EQ,2025-01-03
JSWSTEEL, EQ,2025-01-03
KOTAKBANK, EQ,2025-01-03
LT, EQ,2025-01-03
MARUTI, EQ,2025-01-03
NTPC, EQ,2025-01-03
POWERGRID, EQ,2025-01-03
RELIANCE, EQ,2025-01-03
SBIN, EQ,2025-01-03
SUNPHARMA, EQ,2025-01-03
TATAMOTORS, EQ,2025-01-03
TATASTEEL, EQ,2025-01-03
TCS, EQ,2025-01-03
TECHM, EQ,2025-01-03
TITAN, EQ,2025-01-03
ULTRACEMCO, EQ,2025-01-03
WIPRO, EQ,2025-01-03
