SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2022-09-15
AXISBANK, EQ,2022-09-15
BAJFINANCE, EQ,2022-09-15
BHARTIARTL, EQ,2022-09-15
BPCL, EQ,2022-09-15
CIPLA, EQ,2022-09-15
COALINDIA, EQ,2022-09-15
DIVISLAB, EQ,2022-09-15
DRREDDY, EQ,2022-09-15
HCLTECH, EQ,2022-09-15
HDFCBANK, EQ,2022-09-15
HINDALCO, EQ,2022-09-15
ICICIBANK, EQ,2022-09-15
INFY, EQ,2022-09-15
JSWSTEEL, EQ,2022-09-15
KOTAKBANK, EQ,2022-09-15
LT, EQ,2022-09-15
MARUTI, EQ,2022-09-15
NTPC, EQ,2022-09-15
POWERGRID, EQ,2022-09-15
RELIANCE, EQ,2022-09-15
SBIN, EQ,2022-09-15
SUNPHARMA, EQ,2022-09-15
TATAMOTORS, EQ,2022-09-15
TATASTEEL, EQ,2022-09-15
TCS, EQ,2022-09-15
TECHM, EQ,2022-09-15
TITAN, EQ,2022-09-15
ULTRACEMCO, EQ,2022-09-15
WIPRO, EQ,2022-09-15
