SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2022-10-27
AXISBANK, EQ,2022-10-27
BAJFINANCE, EQ,2022-10-27
BHARTIARTL, EQ,2022-10-27
BPCL, EQ,2022-10-27
CIPLA, EQ,2022-10-27
COALINDIA, EQ,2022-10-27
DIVISLAB, EQ,2022-10-27
DRREDDY, EQ,2022-10-27
HCLTECH, EQ,2022-10-27
HDFCBANK, EQ,2022-10-27
HINDALCO, EQ,2022-10-27
ICICIBANK, EQ,2022-10-27
INFY, EQ,2022-10-27
JSWSTEEL, EQ,2022-10-27
KOTAKBANK, EQ,2022-10-27
LT, EQ,2022-10-27
MARUTI, EQ,2022-10-27
NTPC, EQ,2022-10-27
POWERGRID, EQ,2022-10-27
RELIANCE, EQ,2022-10-27
SBIN, EQ,2022-10-27
SUNPHARMA, EQ,2022-10-27
TATAMOTORS, EQ,2022-10-27
TATASTEEL, EQ,2022-10-27
TCS, EQ,2022-10-27
TECHM, EQ,2022-10-27
TITAN, EQ,2022-10-27
ULTRACEMCO, EQ,2022-10-27
WIPRO, EQ,2022-10-27
