SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2020-12-22
AXISBANK, EQ,2020-12-22
BAJFINANCE, EQ,2020-12-22
BHARTIARTL, EQ,2020-12-22
BPCL, EQ,2020-12-22
CIPLA, EQ,2020-12-22
COALINDIA, EQ,2020-12-22
DIVISLAB, EQ,2020-12-22
DRREDDY, EQ,2020-12-22
HCLTECH, EQ,2020-12-22
HDFCBANK, EQ,2020-12-22
HINDALCO, EQ,2020-12-22
ICICIBANK, EQ,2020-12-22
INFY, EQ,2020-12-22
JSWSTEEL, EQ,2020-12-22
KOTAKBANK, EQ,2020-12-22
LT, EQ,2020-12-22
MARUTI, EQ,2020-12-22
NTPC, EQ,2020-12-22
POWERGRID, EQ,2020-12-22
RELIANCE, EQ,2020-12-22
SBIN, EQ,2020-12-22
SUNPHARMA, EQ,2020-12-22
TATAMOTORS, EQ,2020-12-22
TATASTEEL, EQ,2020-12-22
TCS, EQ,2020-12-22
TECHM, EQ,2020-12-22
TITAN, EQ,2020-12-22
ULTRACEMCO, EQ,2020-12-22
WIPRO, EQ,2020-12-22
