SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2021-03-15
AXISBANK, EQ,2021-03-15
BAJFINANCE, EQ,2021-03-15
BHARTIARTL, EQ,2021-03-15
BPCL, EQ,2021-03-15
CIPLA, EQ,2021-03-15
COALINDIA, EQ,2021-03-15
DIVISLAB, EQ,2021-03-15
DRREDDY, EQ,2021-03-15
HCLTECH, EQ,2021-03-15
HDFCBANK, EQ,2021-03-15
HINDALCO, EQ,2021-03-15
ICICIBANK, EQ,2021-03-15
INFY, EQ,2021-03-15
JSWSTEEL, EQ,2021-03-15
KOTAKBANK, EQ,2021-03-15
LT, EQ,2021-03-15
MARUTI, EQ,2021-03-15
NTPC, EQ,2021-03-15
POWERGRID, EQ,2021-03-15
RELIANCE, EQ,2021-03-15
SBIN, EQ,2021-03-15
SUNPHARMA, EQ,2021-03-15
TATAMOTORS, EQ,2021-03-15
TATASTEEL, EQ,2021-03-15
TCS, EQ,2021-03-15
TECHM, EQ,2021-03-15
TITAN, EQ,2021-03-15
ULTRACEMCO, EQ,2021-03-15
WIPRO, EQ,2021-03-15
