SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2023-07-26
AXISBANK, EQ,2023-07-26
BAJFINANCE, EQ,2023-07-26
BHARTIARTL, EQ,2023-07-26
BPCL, EQ,2023-07-26
CIPLA, EQ,2023-07-26
COALINDIA, EQ,2023-07-26
DIVISLAB, EQ,2023-07-26
DRREDDY, EQ,2023-07-26
HCLTECH, EQ,2023-07-26
HDFCBANK, EQ,2023-07-26
HINDALCO, EQ,2023-07-26
ICICIBANK, EQ,2023-07-26
INFY, EQ,2023-07-26
JSWSTEEL, EQ,2023-07-26
KOTAKBANK, EQ,2023-07-26
LT, EQ,2023-07-26
MARUTI, EQ,2023-07-26
NTPC, EQ,2023-07-26
POWERGRID, EQ,2023-07-26
RELIANCE, EQ,2023-07-26
SBIN, EQ,2023-07-26
SUNPHARMA, EQ,2023-07-26
TATAMOTORS, EQ,2023-07-26
TATASTEEL, EQ,2023-07-26
TCS, EQ,2023-07-26
TECHM, EQ,2023-07-26
TITAN, EQ,2023-07-26
ULTRACEMCO, EQ,2023-07-26
WIPRO, EQ,2023-07-26
