SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2024-09-17
AXISBANK, EQ,2024-09-17
BAJFINANCE, EQ,2024-09-17
BHARTIARTL, EQ,2024-09-17
BPCL, EQ,2024-09-17
CIPLA, EQ,2024-09-17
COALINDIA, EQ,2024-09-17
DIVISLAB, EQ,2024-09-17
DRREDDY, EQ,2024-09-17
HCLTECH, EQ,2024-09-17
HDFCBANK, EQ,2024-09-17
HINDALCO, EQ,2024-09-17
ICICIBANK, EQ,2024-09-17
INFY, EQ,2024-09-17
JSWSTEEL, EQ,2024-09-17
KOTAKBANK, EQ,2024-09-17
LT, EQ,2024-09-17
MARUTI, EQ,2024-09-17
NTPC, EQ,2024-09-17
POWERGRID, EQ,2024-09-17
RELIANCE, EQ,2024-09-17
SBIN, EQ,2024-09-17
SUNPHARMA, EQ,2024-09-17
TATAMOTORS, EQ,2024-09-17
TATASTEEL, EQ,2024-09-17
TCS, EQ,2024-09-17
TECHM, EQ,2024-09-17
TITAN, EQ,2024-09-17
ULTRACEMCO, EQ,2024-09-17
WIPRO, EQ,2024-09-17
