SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2023-09-14
AXISBANK, EQ,2023-09-14
BAJFINANCE, EQ,2023-09-14
BHARTIARTL, EQ,2023-09-14
BPCL, EQ,2023-09-14
CIPLA, EQ,2023-09-14
COALINDIA, EQ,2023-09-14
DIVISLAB, EQ,2023-09-14
DRREDDY, EQ,2023-09-14
HCLTECH, EQ,2023-09-14
HDFCBANK, EQ,2023-09-14
HINDALCO, EQ,2023-09-14
ICICIBANK, EQ,2023-09-14
INFY, EQ,2023-09-14
JSWSTEEL, EQ,2023-09-14
KOTAKBANK, EQ,2023-09-14
LT, EQ,2023-09-14
MARUTI, EQ,2023-09-14
NTPC, EQ,2023-09-14
POWERGRID, EQ,2023-09-14
RELIANCE, EQ,2023-09-14
SBIN, EQ,2023-09-14
SUNPHARMA, EQ,2023-09-14
TATAMOTORS, EQ,2023-09-14
TATASTEEL, EQ,2023-09-14
TCS, EQ,2023-09-14
TECHM, EQ,2023-09-14
TITAN, EQ,2023-09-14
ULTRACEMCO, EQ,2023-09-14
WIPRO, EQ,2023-09-14
