SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2021-04-22
AXISBANK, EQ,2021-04-22
BAJFINANCE, EQ,2021-04-22
BHARTIARTL, EQ,2021-04-22
BPCL, EQ,2021-04-22
CIPLA, EQ,2021-04-22
COALINDIA, EQ,2021-04-22
DIVISLAB, EQ,2021-04-22
DRREDDY, EQ,2021-04-22
HCLTECH, EQ,2021-04-22
HDFCBANK, EQ,2021-04-22
HINDALCO, EQ,2021-04-22
ICICIBANK, EQ,2021-04-22
INFY, EQ,2021-04-22
JSWSTEEL, EQ,2021-04-22
KOTAKBANK, EQ,2021-04-22
LT, EQ,2021-04-22
MARUTI, EQ,2021-04-22
NTPC, EQ,2021-04-22
POWERGRID, EQ,2021-04-22
RELIANCE, EQ,2021-04-22
SBIN, EQ,2021-04-22
SUNPHARMA, EQ,2021-04-22
TATAMOTORS, EQ,2021-04-22
TATASTEEL, EQ,2021-04-22
TCS, EQ,2021-04-22
TECHM, EQ,2021-04-22
TITAN, EQ,2021-04-22
ULTRACEMCO, EQ,2021-04-22
WIPRO, EQ,2021-04-22
