SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2022-11-17
AXISBANK, EQ,2022-11-17
BAJFINANCE, EQ,2022-11-17
BHARTIARTL, EQ,2022-11-17
BPCL, EQ,2022-11-17
CIPLA, EQ,2022-11-17
COALINDIA, EQ,2022-11-17
DIVISLAB, EQ,2022-11-17
DRREDDY, EQ,2022-11-17
HCLTECH, EQ,2022-11-17
HDFCBANK, EQ,2022-11-17
HINDALCO, EQ,2022-11-17
ICICIBANK, EQ,2022-11-17
INFY, EQ,2022-11-17
JSWSTEEL, EQ,2022-11-17
KOTAKBANK, EQ,2022-11-17
LT, EQ,2022-11-17
MARUTI, EQ,2022-11-17
NTPC, EQ,2022-11-17
POWERGRID, EQ,2022-11-17
RELIANCE, EQ,2022-11-17
SBIN, EQ,2022-11-17
SUNPHARMA, EQ,2022-11-17
TATAMOTORS, EQ,2022-11-17
TATASTEEL, EQ,2022-11-17
TCS, EQ,2022-11-17
TECHM, EQ,2022-11-17
TITAN, EQ,2022-11-17
ULTRACEMCO, EQ,2022-11-17
WIPRO, EQ,2022-11-17
