SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2023-06-27
AXISBANK, EQ,2023-06-27
BAJFINANCE, EQ,2023-06-27
BHARTIARTL, EQ,2023-06-27
BPCL, EQ,2023-06-27
CIPLA, EQ,2023-06-27
COALINDIA, EQ,2023-06-27
DIVISLAB, EQ,2023-06-27
DRREDDY, EQ,2023-06-27
HCLTECH, EQ,2023-06-27
HDFCBANK, EQ,2023-06-27
HINDALCO, EQ,2023-06-27
ICICIBANK, EQ,2023-06-27
INFY, EQ,2023-06-27
JSWSTEEL, EQ,2023-06-27
KOTAKBANK, EQ,2023-06-27
LT, EQ,2023-06-27
MARUTI, EQ,2023-06-27
NTPC, EQ,2023-06-27
POWERGRID, EQ,2023-06-27
RELIANCE, EQ,2023-06-27
SBIN, EQ,2023-06-27
SUNPHARMA, EQ,2023-06-27
TATAMOTORS, EQ,2023-06-27
TATASTEEL, EQ,2023-06-27
TCS, EQ,2023-06-27
TECHM, EQ,2023-06-27
TITAN, EQ,2023-06-27
ULTRACEMCO, EQ,2023-06-27
WIPRO, EQ,2023-06-27
