SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2023-04-03
AXISBANK, EQ,2023-04-03
BAJFINANCE, EQ,2023-04-03
BHARTIARTL, EQ,2023-04-03
BPCL, EQ,2023-04-03
CIPLA, EQ,2023-04-03
COALINDIA, EQ,2023-04-03
DIVISLAB, EQ,2023-04-03
DRREDDY, EQ,2023-04-03
HCLTECH, EQ,2023-04-03
HDFCBANK, EQ,2023-04-03
HINDALCO, EQ,2023-04-03
ICICIBANK, EQ,2023-04-03
INFY, EQ,2023-04-03
JSWSTEEL, EQ,2023-04-03
KOTAKBANK, EQ,2023-04-03
LT, EQ,2023-04-03
MARUTI, EQ,2023-04-03
NTPC, EQ,2023-04-03
POWERGRID, EQ,2023-04-03
RELIANCE, EQ,2023-04-03
SBIN, EQ,2023-04-03
SUNPHARMA, EQ,2023-04-03
TATAMOTORS, EQ,2023-04-03
TATASTEEL, EQ,2023-04-03
TCS, EQ,2023-04-03
TECHM, EQ,2023-04-03
TITAN, EQ,2023-04-03
ULTRACEMCO, EQ,2023-04-03
WIPRO, EQ,2023-04-03
