SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2024-04-26
AXISBANK, EQ,2024-04-26
BAJFINANCE, EQ,2024-04-26
BHARTIARTL, EQ,2024-04-26
BPCL, EQ,2024-04-26
CIPLA, EQ,2024-04-26
COALINDIA, EQ,2024-04-26
DIVISLAB, EQ,2024-04-26
DRREDDY, EQ,2024-04-26
HCLTECH, EQ,2024-04-26
HDFCBANK, EQ,2024-04-26
HINDALCO, EQ,2024-04-26
ICICIBANK, EQ,2024-04-26
INFY, EQ,2024-04-26
JSWSTEEL, EQ,2024-04-26
KOTAKBANK, EQ,2024-04-26
LT, EQ,2024-04-26
MARUTI, EQ,2024-04-26
NTPC, EQ,2024-04-26
POWERGRID, EQ,2024-04-26
RELIANCE, EQ,2024-04-26
SBIN, EQ,2024-04-26
SUNPHARMA, EQ,2024-04-26
TATAMOTORS, EQ,2024-04-26
TATASTEEL, EQ,2024-04-26
TCS, EQ,2024-04-26
TECHM, EQ,2024-04-26
TITAN, EQ,2024-04-26
ULTRACEMCO, EQ,2024-04-26
WIPRO, EQ,2024-04-26
