SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2024-02-06
AXISBANK, EQ,2024-02-06
BAJFINANCE, EQ,2024-02-06
BHARTIARTL, EQ,2024-02-06
BPCL, EQ,2024-02-06
CIPLA, EQ,2024-02-06
COALINDIA, EQ,2024-02-06
DIVISLAB, EQ,2024-02-06
DRREDDY, EQ,2024-02-06
HCLTECH, EQ,2024-02-06
HDFCBANK, EQ,2024-02-06
HINDALCO, EQ,2024-02-06
ICICIBANK, EQ,2024-02-06
INFY, EQ,2024-02-06
JSWSTEEL, EQ,2024-02-06
KOTAKBANK, EQ,2024-02-06
LT, EQ,2024-02-06
MARUTI, EQ,2024-02-06
NTPC, EQ,2024-02-06
POWERGRID, EQ,2024-02-06
RELIANCE, EQ,2024-02-06
SBIN, EQ,2024-02-06
SUNPHARMA, EQ,2024-02-06
TATAMOTORS, EQ,2024-02-06
TATASTEEL, EQ,2024-02-06
TCS, EQ,2024-02-06
TECHM, EQ,2024-02-06
TITAN, EQ,2024-02-06
ULTRACEMCO, EQ,2024-02-06
WIPRO, EQ,2024-02-06
