SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2021-12-29
AXISBANK, EQ,2021-12-29
BAJFINANCE, EQ,2021-12-29
BHARTIARTL, EQ,2021-12-29
BPCL, EQ,2021-12-29
CIPLA, EQ,2021-12-29
COALINDIA, EQ,2021-12-29
DIVISLAB, EQ,2021-12-29
DRREDDY, EQ,2021-12-29
HCLTECH, EQ,2021-12-29
HDFCBANK, EQ,2021-12-29
HINDALCO, EQ,2021-12-29
ICICIBANK, EQ,2021-12-29
INFY, EQ,2021-12-29
JSWSTEEL, EQ,2021-12-29
KOTAKBANK, EQ,2021-12-29
LT, EQ,2021-12-29
MARUTI, EQ,2021-12-29
NTPC, EQ,2021-12-29
POWERGRID, EQ,2021-12-29
RELIANCE, EQ,2021-12-29
SBIN, EQ,2021-12-29
SUNPHARMA, EQ,2021-12-29
TATAMOTORS, EQ,2021-12-29
TATASTEEL, EQ,2021-12-29
TCS, EQ,2021-12-29
TECHM, EQ,2021-12-29
TITAN, EQ,2021-12-29
ULTRACEMCO, EQ,2021-12-29
WIPRO, EQ,2021-12-29
