SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2022-04-21
AXISBANK, EQ,2022-04-21
BAJFINANCE, EQ,2022-04-21
BHARTIARTL, EQ,2022-04-21
BPCL, EQ,2022-04-21
CIPLA, EQ,2022-04-21
COALINDIA, EQ,2022-04-21
DIVISLAB, EQ,2022-04-21
DRREDDY, EQ,2022-04-21
HCLTECH, EQ,2022-04-21
HDFCBANK, EQ,2022-04-21
HINDALCO, EQ,2022-04-21
ICICIBANK, EQ,2022-04-21
INFY, EQ,2022-04-21
JSWSTEEL, EQ,2022-04-21
KOTAKBANK, EQ,2022-04-21
LT, EQ,2022-04-21
MARUTI, EQ,2022-04-21
NTPC, EQ,2022-04-21
POWERGRID, EQ,2022-04-21
RELIANCE, EQ,2022-04-21
SBIN, EQ,2022-04-21
SUNPHARMA, EQ,2022-04-21
TATAMOTORS, EQ,2022-04-21
TATASTEEL, EQ,2022-04-21
TCS, EQ,2022-04-21
TECHM, EQ,2022-04-21
TITAN, EQ,2022-04-21
ULTRACEMCO, EQ,2022-04-21
WIPRO, EQ,2022-04-21
