SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2023-12-01
AXISBANK, EQ,2023-12-01
BAJFINANCE, EQ,2023-12-01
BHARTIARTL, EQ,2023-12-01
BPCL, EQ,2023-12-01
CIPLA, EQ,2023-12-01
COALINDIA, EQ,2023-12-01
DIVISLAB, EQ,2023-12-01
DRREDDY, EQ,2023-12-01
HCLTECH, EQ,2023-12-01
HDFCBANK, EQ,2023-12-01
HINDALCO, EQ,2023-12-01
ICICIBANK, EQ,2023-12-01
INFY, EQ,2023-12-01
JSWSTEEL, EQ,2023-12-01
KOTAKBANK, EQ,2023-12-01
LT, EQ,2023-12-01
MARUTI, EQ,2023-12-01
NTPC, EQ,2023-12-01
POWERGRID, EQ,2023-12-01
RELIANCE, EQ,2023-12-01
SBIN, EQ,2023-12-01
SUNPHARMA, EQ,2023-12-01
TATAMOTORS, EQ,2023-12-01
TATASTEEL, EQ,2023-12-01
TCS, EQ,2023-12-01
TECHM, EQ,2023-12-01
TITAN, EQ,2023-12-01
ULTRACEMCO, EQ,2023-12-01
WIPRO, EQ,2023-12-01
