SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2022-04-01
AXISBANK, EQ,2022-04-01
BAJFINANCE, EQ,2022-04-01
BHARTIARTL, EQ,2022-04-01
BPCL, EQ,2022-04-01
CIPLA, EQ,2022-04-01
COALINDIA, EQ,2022-04-01
DIVISLAB, EQ,2022-04-01
DRREDDY, EQ,2022-04-01
HCLTECH, EQ,2022-04-01
HDFCBANK, EQ,2022-04-01
HINDALCO, EQ,2022-04-01
ICICIBANK, EQ,2022-04-01
INFY, EQ,2022-04-01
JSWSTEEL, EQ,2022-04-01
KOTAKBANK, EQ,2022-04-01
LT, EQ,2022-04-01
MARUTI, EQ,2022-04-01
NTPC, EQ,2022-04-01
POWERGRID, EQ,2022-04-01
RELIANCE, EQ,2022-04-01
SBIN, EQ,2022-04-01
SUNPHARMA, EQ,2022-04-01
TATAMOTORS, EQ,2022-04-01
TATASTEEL, EQ,2022-04-01
TCS, EQ,2022-04-01
TECHM, EQ,2022-04-01
TITAN, EQ,2022-04-01
ULTRACEMCO, EQ,2022-04-01
WIPRO, EQ,2022-04-01
